17:49:24.995607,0.0,6.4
17:49:25.497035,0.0,6.4
17:49:25.998640,0.0,6.4
17:49:26.500108,0.5,6.4
17:49:27.001759,0.0,6.4
17:49:27.503173,0.0,6.4
17:49:28.004218,0.0,6.4
17:49:28.505760,0.0,6.4
17:49:29.007213,0.0,6.4
17:49:29.508189,0.0,6.4
17:49:30.009673,0.0,6.4
17:49:30.511087,1.5,6.4
17:49:31.012195,0.0,6.4
17:49:31.513766,2.0,6.3
17:49:32.015158,0.5,6.3
17:49:32.516236,0.5,6.3
17:49:33.017778,0.0,6.3
17:49:33.519232,0.5,6.3
17:49:34.020191,0.0,6.3
17:49:34.521779,0.0,6.3
17:49:35.023210,0.5,6.3
17:49:35.524158,0.0,6.3
17:49:36.025567,0.0,6.3
17:49:36.526986,0.0,6.3
17:49:37.028207,0.5,6.3
17:49:37.529755,0.0,6.3
17:49:38.031232,0.0,6.3
17:49:38.532203,0.5,6.3
17:49:39.033753,0.0,6.3
17:49:39.535205,0.0,6.3
17:49:40.036203,0.0,6.3
17:49:40.537760,0.5,6.3
17:49:41.039205,0.0,6.3
17:49:41.540150,1.5,6.3
17:49:42.041692,0.0,6.3
17:49:42.543144,0.0,6.3
17:49:43.043882,0.0,6.3
17:49:43.545035,0.0,6.3
17:49:44.046652,0.0,6.3
17:49:44.547820,0.0,6.3
17:49:45.048989,0.0,6.3
17:49:45.550337,0.0,6.3
17:49:46.051872,0.0,6.3
17:49:46.553452,0.5,6.3
17:49:47.054937,0.0,6.3
17:49:47.556112,0.0,6.3
17:49:48.057629,0.0,6.3
17:49:48.558989,0.0,6.3
17:49:49.059852,0.0,6.3
17:49:49.561086,0.0,6.3
17:49:50.062619,0.5,6.3
17:49:50.563934,4.0,6.3
17:49:51.065348,0.0,6.3
17:49:51.566645,0.0,6.3
17:49:52.068069,0.0,6.3
17:49:52.569678,1.5,6.2
17:49:53.070792,0.0,6.2
17:49:53.572180,0.5,6.2
17:49:54.074024,0.0,6.2
17:49:54.575716,0.0,6.2
17:49:55.077325,0.0,6.2
17:49:55.578840,0.5,6.2
17:49:56.080344,0.0,6.2
17:49:56.581832,0.0,6.2
17:49:57.083521,0.0,6.2
17:49:57.585054,0.0,6.2
17:49:58.086875,0.0,6.2
17:49:58.588313,0.0,6.2
17:49:59.089925,0.0,6.2
17:49:59.591493,0.0,6.2
17:50:00.093043,0.0,6.2
17:50:00.594586,0.0,6.2
17:50:01.096061,0.0,6.2
17:50:01.597606,0.0,6.2
17:50:02.099141,1.5,6.2
17:50:02.600852,0.0,6.2
17:50:03.102587,0.0,6.2
17:50:03.604256,0.5,6.2
17:50:04.105953,0.0,6.2
17:50:04.607554,0.0,6.2
17:50:05.109022,0.0,6.2
17:50:05.610699,0.0,6.2
17:50:06.112284,0.0,6.2
17:50:06.613879,0.0,6.2
17:50:07.115676,0.0,6.2
17:50:07.617508,0.0,6.2
17:50:08.118876,0.0,6.2
17:50:08.620326,0.0,6.2
17:50:09.121990,0.0,6.2
17:50:09.623330,0.0,6.2
17:50:10.124531,0.5,6.2
17:50:10.625894,0.0,6.2
17:50:11.127605,0.0,6.2
17:50:11.629117,0.5,6.2
17:50:12.130784,0.0,6.2
17:50:12.632453,0.0,6.2
17:50:13.134173,0.0,6.2
17:50:13.635942,0.5,6.2
17:50:14.137428,0.0,6.2
17:50:14.639033,0.0,6.2
17:50:15.140279,0.0,6.2
17:50:15.641492,0.0,6.2
17:50:16.142926,0.0,6.2
17:50:16.644175,0.0,6.2
17:50:17.145632,0.0,6.2
17:50:17.647128,0.0,6.2
17:50:18.148871,0.0,6.2
17:50:18.650355,0.0,6.2
17:50:19.152083,0.5,6.2
17:50:19.653893,0.0,6.2
17:50:20.155649,0.0,6.2
17:50:20.657540,0.0,6.2
17:50:21.159061,0.0,6.2
17:50:21.660902,0.0,6.2
17:50:22.162833,0.0,6.2
17:50:22.664881,0.0,6.2
17:50:23.166722,0.0,6.2
17:50:23.668694,0.5,6.2
17:50:24.170341,0.0,6.2
17:50:24.672367,0.5,6.2
17:50:25.174478,0.0,6.2
17:50:25.676565,0.0,6.2
17:50:26.178347,0.0,6.2
17:50:26.680298,0.5,6.2
17:50:27.182421,0.0,6.2
17:50:27.684328,0.5,6.2
17:50:28.186148,0.0,6.2
17:50:28.687815,0.0,6.2
17:50:29.189914,0.0,6.2
17:50:29.691971,0.0,6.2
17:50:30.193551,0.0,6.2
17:50:30.695185,0.0,6.2
17:50:31.196924,0.0,6.2
17:50:31.698800,0.0,6.2
